month,frequency
1.0,2.3076923076923075
2.0,2.6153846153846154
3.0,2.076923076923077
4.0,1.4615384615384615
5.0,0.3076923076923077
6.0,0.15384615384615385
7.0,0.23076923076923078
8.0,0.23076923076923078
9.0,0.7692307692307693
10.0,2.5384615384615383
11.0,2.4615384615384617
12.0,2.923076923076923
